EXT_CMPD_NUMBER,SMILES,Percentage_inhibition_3D7,Percentage_inhibition_DD2,Percentage_inhibition_3D7_PFLDH,XC50_MOD_3D7,XC50_3D7 (microM),Percentage_inhibition_HEPG2
TCMDC-140196,Clc1ccccc1NC(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,101,34,-2,,0.752744626,37
TCMDC-140197,FC(F)(F)c1ccccc1NC(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,96,42,-3,,0.783505808,46
TCMDC-140198,FC(F)(F)c1ccc(NC(=S)NC2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)cc1,101,100,-1,,0.392075582,92
TCMDC-140199,FC(F)(F)c1cc(NC(=O)NC2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)cc(c1)C(F)(F)F,101,98,-8,,0.461469087,58
TCMDC-140200,COc1ccc(cc1NC(=S)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1)-c1ccccc1,100,95,-5,,0.739806009,27
TCMDC-140201,Clc1ccc(CCNC(=S)NC2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)cc1,101,84,-8,,0.703152677,42
TCMDC-140202,COC(=O)c1sccc1NC(=S)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,100,49,-1,,0.574419896,34
TCMDC-140203,FC(F)(F)Oc1ccccc1NC(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,99,70,8,,0.79970522,35
TCMDC-140204,O=C(NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1)NC12CC3CC(CC(C3)C1)C2,96,46,7,,1.059345627,37
TCMDC-140205,S=C(NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1)Nc1ccc2OCCOc2c1,92,1,-1,,1.000555783,32
TCMDC-140206,C[C@@H](NC(Nc1ccc(cc1O)C#N)=Nc1ccc(cc1)-c1ccccc1)c1ccc(Br)cc1,99,95,2,,0.698713235,9
TCMDC-140207,Oc1cc(ccc1NC(NC1CCCc2ccccc12)=Nc1ccc(cc1)-c1ccccc1)C#N,99,98,3,,0.775623547,0
TCMDC-140208,Oc1cc(ccc1NC(NCc1cccnc1)=Nc1ccc(cc1)-c1ccccc1)C#N,101,46,-3,,0.813012539,2
TCMDC-140209,CC[C@H](NC(Nc1ccc(cc1O)C#N)=Nc1ccc(cc1)-c1ccccc1)c1ccccc1,99,97,4,,0.758828289,-6
TCMDC-140210,COc1cc(CNC(Nc2ccc(cc2O)C#N)=Nc2ccc(cc2)-c2ccccc2)cc(OC)c1,95,64,5,,0.718406768,-4
TCMDC-140211,Oc1cc(ccc1NC(NCCc1c[nH]c2ccccc12)=Nc1ccc(cc1)-c1ccccc1)C#N,96,75,6,,0.335683654,6
TCMDC-140212,CC(C)n1c(nc2ccccc12)C1CCN(CC2CCN(CC2)C(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,94,7,2,,1.032058858,36
TCMDC-140213,CN(CC1CCC(CC1)NC(=O)\C=C\c1ccc(Cl)c(Cl)c1)C1CCC(CC1)c1c[nH]c2ccccc12,99,53,-3,,0.836715075,53
TCMDC-140214,COc1cc(NCCCNCc2cn(c3ccccc23)S(=O)(=O)c2ccccc2)nc2ccccc12,101,77,4,,0.385935136,36
TCMDC-140215,Clc1ccc(\C=C\C(=O)NC2CCC(CN3CCC(CC3)c3nc4ccccc4s3)CC2)cc1Cl,87,32,-4,,1.023959318,50
TCMDC-140216,OC(=O)C(F)(F)F.FC(F)(F)c1ccc(nc1)N1CCCN(Cc2cccc(c2)-c2ccccc2CNCc2ccc3OCOc3c2)CC1,87,11,3,,1.194003024,23
TCMDC-140217,COc1cc(OC)cc(\C=C\C(=O)NCC(CCNc2cc(=O)c3ccccc3[nH]2)NCc2cc(Br)cc(Br)c2)c1,90,28,-4,,0.914794603,-11
TCMDC-140218,Cn1cccc1C(=O)NCC(CCNc1cc(=O)c2ccccc2[nH]1)NCc1cc(Br)cc(Br)c1,92,52,-2,,0.910751782,-3
TCMDC-140219,Cc1[nH]c2ccc(O)cc2c1C1CCN(CC2CCN(CC2)C(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,99,99,-13,,0.998,23
TCMDC-140220,Clc1cccc(Cl)c1\C=C\C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccncc23)CC1,99,100,2,,0.158378314,78
TCMDC-140221,CCn1c(nc2ccccc12)C1CCN(CCC2CCN(CC2)C(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,86,0,2,,1.07525309,17
TCMDC-140222,CCCCCC(C)NC(Nc1ccc(cc1O)C#N)=Nc1cccc(Cl)c1Cl,100,98,-5,,0.804609409,28
TCMDC-140223,Oc1cc(ccc1NC(NC1Cc2ccccc2C1)=Nc1cccc(Cl)c1Cl)C#N,94,77,-10,,0.831752584,15
TCMDC-140224,Oc1cc(ccc1NC(NCc1ccc(Cl)cc1Cl)=Nc1cccc(Cl)c1Cl)C#N,97,75,-6,,1.119930164,3
TCMDC-140225,CC[C@H](NC(Nc1ccc(cc1O)C#N)=Nc1cccc(Cl)c1Cl)c1ccccc1,91,71,-1,,0.815412099,-2
TCMDC-140226,CCCCN(CCCC)C(Nc1ccc(cc1O)C#N)=Nc1cccc(Cl)c1Cl,89,69,-6,,0.852733211,4
TCMDC-140227,Oc1ccc2[nH]c(nc2c1)C1CCN(CC2CCC(CC2)NC(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,101,84,-6,,0.240862064,41
TCMDC-140228,Cl.Cc1nc(no1)-c1cccc(c1)C(=O)NC1CCC(CCN2CCc3ccc(cc3CC2)-c2cccnc2)CC1,98,4,-1,,0.762171977,17
TCMDC-140229,Cl.Fc1ccccc1\C=C\C(=O)NC1CCC(CCN2CCc3ccc(cc3CC2)-c2cccnc2)CC1,92,5,-4,,0.900417556,34
TCMDC-140230,CNCCNC(=O)C1Cc2c([nH]c3c(C)cccc23)C(N1)c1ccc(Cl)c(Cl)c1,102,60,-5,,0.716233389,13
TCMDC-140231,Clc1ccc(\C=C\C(=O)N2CCC(CN3CCC(Cc4cc5ccccc5[nH]4)CC3)CC2)cc1Cl,96,56,-3,,0.630227908,49
TCMDC-140232,Clc1ccc(\C=C\C(=O)NC2CCC(CN3CCC(Cc4cc5ccccc5[nH]4)CC3)CC2)cc1Cl,100,74,-8,,0.507993478,99
TCMDC-140233,Clc1cccc(Cl)c1\C=C\C(=O)NC1CCC(CN2CCC(Cc3cc4ccccc4[nH]3)CC2)CC1,91,17,-1,,0.974718963,97
TCMDC-140234,Cl.O=c1cc(NCCCNCc2cc3ccccc3s2)[nH]c2ccccc12,89,-3,-1,,1.273592777,3
TCMDC-140235,Cc1[nH]c2ccc(O)cc2c1C1CCN(CC2CCC(CC2)NC(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,102,95,3,,0.764115294,19
TCMDC-140236,Clc1ccc(\C=C\C(=O)NC2CCC(CN3CCC(CC3)c3cc4ccccc4[nH]3)CC2)cc1Cl,96,-7,1,,0.987397147,19
TCMDC-140237,Cc1[nH]c2ccc(O)cc2c1C1CCN(CC2CCC(CC2)NC(=O)\C=C\c2c(Cl)cccc2Cl)CC1,103,93,-3,,0.816924949,25
TCMDC-140238,Cl.O=C(NC1CCC(CCN2CCc3ccc(cc3CC2)-c2cnccn2)CC1)\C=C\c1cccc(c1)C#N,93,47,-1,,0.773312812,22
TCMDC-140239,Cl.CN1CCCN(CC1)c1ccnc2cc3CCN(C(=O)c4ccccc4Cl)c3cc12,88,30,3,,1.180638907,4
TCMDC-140240,Cl.CN1CCCN(CC1)c1ccnc2cc3CCN(C(=O)c4ccc(Cl)cc4)c3cc12,100,0,4,,0.791434702,0
TCMDC-140241,Cl.CN1CCCN(CC1)c1ccnc2cc3CCN(C(=O)c4ccc(Cl)cc4Cl)c3cc12,100,51,-2,,0.81229607,6
TCMDC-140242,Cl.CN1CCCN(CC1)c1ccnc2cc3CCN(C(=O)c4ccc(Cl)c(Cl)c4)c3cc12,101,73,2,,0.870113319,20
TCMDC-140243,Cl.CN1CCCN(CC1)c1ccnc2cc3CCN(C(=O)c4ccc(cc4)C(F)(F)F)c3cc12,101,63,1,,0.794105943,10
TCMDC-140244,Cl.CN1CCCN(CC1)c1ccnc2cc3CCN(C(=O)c4cccc5c(cccc45)-c4cc(C)nc(C)c4)c3cc12,100,100,6,,0.436692174,17
TCMDC-140245,COc1cc2c(c[nH]c2cn1)C1CCN(CC2CCC(CC2)NC(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,101,100,-5,,0.422780043,44
TCMDC-140246,COc1cc2c(c[nH]c2cn1)C1CCN(CC2CCN(CC2)C(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,101,88,-1,,0.729904599,27
TCMDC-140247,OC(=O)C(F)(F)F.CN1CCCC1CCOc1ccc2CCN(C(=O)Nc3cc(Br)cc(c3)C(F)(F)F)c2c1,102,97,-6,,0.247109784,13
TCMDC-140248,OC(=O)C(F)(F)F.COc1cc(NC(=O)N2CCc3ccc(OCCC4CCCN4C)cc23)cc(c1)C(F)(F)F,101,42,3,,0.713704991,5
TCMDC-140249,OC(=O)C(F)(F)F.COc1cc(NC(=O)N2CCc3ccc(OCCN4CCCCC4)cc23)cc(c1)C(F)(F)F,101,93,6,,0.266329159,9
TCMDC-140250,OC(=O)C(F)(F)F.CC(C)N(CCOc1ccc2CCN(C(=O)Nc3cc(Br)cc(c3)C(F)(F)F)c2c1)C(C)C,101,100,5,,0.108094582,8
TCMDC-140251,OC(=O)C(F)(F)F.COc1cc(NC(=O)N2CCc3ccc(OCCN(C(C)C)C(C)C)cc23)cc(c1)C(F)(F)F,102,97,3,,0.186452745,6
TCMDC-140252,OC(=O)C(F)(F)F.CC(C)N(CCOc1ccc2CCN(C(=O)Nc3ccc(cc3Br)C(C)C)c2c1)C(C)C,86,5,2,,1.089905795,6
TCMDC-140253,OC(=O)C(F)(F)F.COc1ccc(NC(=O)N2CCc3ccc(OCCN(C(C)C)C(C)C)cc23)cc1C(F)(F)F,90,6,-2,,0.96899166,-1
TCMDC-140254,OC(=O)C(F)(F)F.CC(C)N(CCOc1ccc2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)c2c1)C(C)C,101,39,3,,0.36677406,15
TCMDC-140255,CC(=O)Nc1ccc(CN(Cc2ccc(F)cc2)Cc2ccc3OCOc3c2)cc1,91,87,6,,0.943121966,3
TCMDC-140256,Oc1cc(ccc1NC(NC1CCN(Cc2ccccc2)CC1)=Nc1ccccc1Cl)C#N,101,97,0,,0.300104513,31
TCMDC-140257,C[C@@H](NC(Nc1ccc(cc1O)C#N)=Nc1ccccc1Cl)c1ccc(Br)cc1,98,70,0,,0.753437109,33
TCMDC-140258,CC[C@H]1CN(C\C=C\c2ccc(OC)cc2)CC[C@H]1CCCc1ccnc2ccc(O)cc12,99,72,1,,0.657226917,24
TCMDC-140259,COc1cc(CNCCCNc2nc3ncccc3[nH]2)c2[nH]cc(Br)c2c1,92,3,8,,1.160104012,12
TCMDC-140260,Clc1ccc(\C=C\C(=O)NC2CCC(CN3CCC(CC3)c3coc4ccccc34)CC2)cc1Cl,102,41,3,,0.826473902,40
TCMDC-140261,CCCc1c(cnn1-c1ccc(Cl)cc1)C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,90,37,1,,0.763043741,53
TCMDC-140262,Clc1ccc(CCC(=O)NC2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)c(Cl)c1,97,4,-4,,0.902622639,33
TCMDC-140263,O=C(\C=C\c1ccsc1)N1CCC(CCN2CCC(CC2)c2c[nH]c3ccccc23)CC1,88,24,4,,0.905445009,37
TCMDC-140264,Clc1ccc(\C=C\C(=O)NC2CCC(CN3CCC(CC3)c3nc4cccnc4[nH]3)CC2)cc1Cl,101,2,-1,,1.228027504,7
TCMDC-140265,OC(=O)C(F)(F)F.Clc1ccc(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccc(OC3CCN(Cc4ccccc4)CC3)cc2)C1,90,6,1,,0.727972917,37
TCMDC-140266,OC(=O)C(F)(F)F.CN1CCC(C1)Oc1cc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)ccc1I,97,24,1,,0.843406843,68
TCMDC-140267,OC(=O)C(F)(F)F.CN(C)CCCOc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)c2ccccc12,101,97,0,,0.87886963,81
TCMDC-140268,OC(=O)C(F)(F)F.Clc1ccc(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccc(OCCN3CCCC3)c3ccccc23)C1,100,51,-1,,0.745794806,90
TCMDC-140269,OC(=O)C(F)(F)F.Clc1ccc(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccc(OCCN3CCNCC3)c3ccccc23)C1,100,99,-2,,0.747755751,53
TCMDC-140270,OC(=O)C(F)(F)F.CN1CCC[C@H]1COc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)c2ccccc12,101,98,-3,,0.945872467,47
TCMDC-140271,OC(=O)C(F)(F)F.CN1CCC(C1)Oc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)c2ccccc12,100,82,3,,0.876,52
TCMDC-140272,OC(=O)C(F)(F)F.CN(C)CCCOc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)cc1Cl,100,35,1,,0.95697474,65
TCMDC-140273,OC(=O)C(F)(F)F.Clc1ccc(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccc(OCCN3CCCC3)c(Cl)c2)C1,101,46,-1,,0.921011345,68
TCMDC-140274,OC(=O)C(F)(F)F.Clc1ccc(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccc(OCCN3CCNCC3)c(Cl)c2)C1,101,5,-1,,1.063339178,50
TCMDC-140275,OC(=O)C(F)(F)F.CN1CCC[C@H]1COc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)cc1Cl,97,44,-2,,1.146680743,53
TCMDC-140276,OC(=O)C(F)(F)F.CN1CCC(C1)Oc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)cc1Cl,101,78,0,,0.882126799,68
TCMDC-140277,OC(=O)C(F)(F)F.Clc1ccc(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccc(OC3CCN(Cc4ccccc4)CC3)c(Cl)c2)C1,99,11,0,,0.814445222,59
TCMDC-140278,OC(=O)C(F)(F)F.CN(C)CCCOc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)cc1C,99,35,0,,0.8423855,41
TCMDC-140279,OC(=O)C(F)(F)F.Cc1cc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)ccc1OCCN1CCCC1,101,92,0,,1.158092405,56
TCMDC-140280,OC(=O)C(F)(F)F.Cc1cc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)ccc1OCCN1CCNCC1,94,1,-1,,0.944051689,15
TCMDC-140281,OC(=O)C(F)(F)F.CN1CCC(C1)Oc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)cc1C,101,24,-3,,0.947318986,71
TCMDC-140282,OC(=O)C(F)(F)F.Cc1cc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)ccc1OC1CCN(Cc2ccccc2)CC1,98,29,-2,,0.905873996,59
TCMDC-140283,OC(=O)C(F)(F)F.CN(C)CCCOc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)cc1Br,101,34,-2,,0.762546681,11
TCMDC-140284,OC(=O)C(F)(F)F.Clc1ccc(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccc(OCCN3CCNCC3)c(Br)c2)C1,101,36,5,,0.484182122,69
TCMDC-140285,OC(=O)C(F)(F)F.CN1CCC[C@H]1COc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)cc1Br,101,20,-1,,0.982567906,81
TCMDC-140286,OC(=O)C(F)(F)F.Clc1ccc(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccc(OC3CCN(Cc4ccccc4)CC3)c(Br)c2)C1,100,30,-1,,0.78263791,55
TCMDC-140287,OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N[C@H]1CCN(Cc2ccc(I)c(OCCN3CCCC3)c2)C1,92,88,-1,,1.350369165,3
TCMDC-140288,OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N[C@H]1CCN(Cc2ccc(I)c(OC3CCN(C)C3)c2)C1,100,95,4,,0.920130058,99
TCMDC-140289,OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N[C@H]1CCN(Cc2ccc(OCCN3CCNCC3)c3ccccc23)C1,101,96,3,,1.42202218,43
TCMDC-140290,OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N[C@H]1CCN(Cc2ccc(OC[C@@H]3CCCN3C)c3ccccc23)C1,101,93,-2,,1.157730375,69
TCMDC-140291,OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N[C@H]1CCN(Cc2ccc(OCCCN(C)C)c(Cl)c2)C1,100,89,1,,0.900836888,83
TCMDC-140292,OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N[C@H]1CCN(Cc2ccc(OC[C@@H]3CCCN3C)c(Cl)c2)C1,101,81,-4,,0.852928748,83
TCMDC-140293,OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N[C@H]1CCN(Cc2ccc(OC3CCN(C)C3)c(Cl)c2)C1,97,65,2,,0.782367784,68
TCMDC-140294,O=C(NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1)\C=C\c1ccsc1,82,20,-1,,1.12005562,29
TCMDC-140295,O=C(NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1)c1ccc(o1)-c1ccccc1N(=O)=O,100,34,-2,,0.772346268,24
TCMDC-140296,Clc1ccc(CCC(=O)NC2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)c(Cl)c1,100,45,2,,0.215751107,44
TCMDC-140297,COC(=O)Cn1c(nc2ccccc12)C1CCN(CC2CCC(CC2)NC(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,95,17,4,,1.13951258,12
TCMDC-140298,COC(=O)Cn1c(nc2ccccc12)C1CCN(CC2CCN(CC2)C(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,86,2,-1,,1.203325795,19
TCMDC-140299,OC(CNCc1ccccc1OCc1ccccc1)c1cccc(c1)C(F)(F)F,99,99,-2,,0.363970136,12
TCMDC-140300,OC(CNCc1ccccc1OCc1ccccc1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,100,99,3,,0.13372435,3
TCMDC-140301,OC(CNCc1cccc(Oc2ccc(Cl)cc2)c1)c1cccc(c1)C(F)(F)F,94,78,3,,0.971030005,-1
TCMDC-140302,OC(CNCc1cccc(Oc2ccc(Cl)cc2)c1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,99,101,8,,0.255238411,-4
TCMDC-140303,OC(CNCc1ccccc1O)c1cccc(c1)C(F)(F)F,100,97,0,,0.5260954,1
TCMDC-140304,OC(CNCc1ccccc1O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,99,100,4,,0.183774142,15
TCMDC-140305,C[C@@H](CC1CCCCC1)NCc1ccccc1O,98,67,3,,0.931966988,9
TCMDC-140306,COc1ccc(OC)c(CNCC(O)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)c1,92,100,6,,0.443060469,7
TCMDC-140307,CCc1cc(Br)c2NCCC(NCCCNc3cc(=O)c4ccccc4[nH]3)c2c1,94,20,-1,,0.851864349,13
TCMDC-140308,COCCNC(=O)C(CNC(=O)c1ccc2OCOc2c1)NC(=O)c1ccc(cc1)-c1ccccc1,90,3,1,,0.974330993,14
TCMDC-140309,COC(=O)CCn1c(nc2ccccc12)C1CCN(CC2CCC(CC2)NC(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,94,10,-2,,0.951092612,14
TCMDC-140310,OC(=O)C(F)(F)F.CN(C)CCCOc1ccccc1CN1CC[C@@H](C1)NC(=O)c1ccc(Cl)c(Cl)c1,94,54,-3,,1.114047578,42
TCMDC-140311,O=C(NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1)[C@H]1Cc2ccccc2CN1,89,35,3,,0.948503255,29
TCMDC-140312,OCCCn1c(nc2ccccc12)C1CCN(CC2CCN(CC2)C(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,96,-4,-8,,0.839441861,60
TCMDC-140313,OCCCn1c(nc2ccccc12)C1CCN(CC2CCC(CC2)NC(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,99,28,-5,,0.577305821,28
TCMDC-140314,CN(C)CC(=O)NCC(NCCCNc1cc(=O)c2ccccc2[nH]1)c1cc(Br)cc(Br)c1,98,2,1,,1.050499371,6
TCMDC-140315,Brc1cc(Br)cc(c1)C(CNC(=O)CC1CCCCC1)NCCCNc1cc(=O)c2ccccc2[nH]1,95,52,0,,1.049327227,8
TCMDC-140316,CCCCCC(=O)NCC(NCCCNc1cc(=O)c2ccccc2[nH]1)c1cc(Br)cc(Br)c1,96,66,-8,,0.651984897,-1
TCMDC-140317,Brc1cc(Br)cc(c1)C(CNC(=O)C1=CCCC1)NCCCNc1cc(=O)c2ccccc2[nH]1,96,48,7,,0.901386557,-4
TCMDC-140318,Brc1cc(Br)cc(c1)C(CNC(=O)\C=C\c1cccs1)NCCCNc1cc(=O)c2ccccc2[nH]1,100,58,0,,0.888479975,0
TCMDC-140319,Oc1cccc(CCC(=O)NCC(NCCCNc2cc(=O)c3ccccc3[nH]2)c2cc(Br)cc(Br)c2)c1,86,37,-4,,1.167628766,-6
TCMDC-140320,COC(=O)CN(C1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1)C(=O)\C=C\c1ccc(Cl)c(Cl)c1,100,69,-1,,0.506528649,31
TCMDC-140321,Clc1ccc(cc1)-c1cc(on1)-c1csc(NCCN2CCCCC2)n1,91,30,-9,,0.988610038,81
TCMDC-140322,Clc1ccc(-c2cc(on2)-c2csc(NCCN3CCOCC3)n2)c(Cl)c1,97,86,-3,,0.659977686,39
TCMDC-140323,Cl.Fc1ccc(\C=C\C(=O)NC2CCC(CCN3CCc4ccc(cc4CC3)-n3cccn3)CC2)cc1,89,16,3,,1.43877669,23
TCMDC-140324,CNC(=O)\C=C\c1cc(NC(=O)Nc2cc(C)nc3c(F)cccc23)ccc1OC,98,70,2,,0.907977916,-3
TCMDC-140325,CN(C)CCOc1ccc(NC(=O)Nc2ccnc3c(Br)cccc23)cc1Cl,97,25,0,,0.841981415,10
TCMDC-140326,Cl.Fc1cccc(C=CC(=O)NC2CCC(CCN3CCc4ccc(cc4CC3)-c3cnccn3)CC2)c1,100,67,-1,,0.453710013,51
TCMDC-140327,Cl.O=C(NC1CCC(CCN2CCc3ccc(cc3CC2)-c2cnccn2)CC1)C=Cc1ccc(cc1)C#N,100,87,-5,,0.612714458,37
TCMDC-140328,Cl.Fc1ccc(C=CC(=O)NC2CCC(CCN3CCc4ccc(cc4CC3)-c3cnccn3)CC2)cc1,99,65,1,,0.694770907,32
TCMDC-140329,Cl.O=C(NC1CCC(CCN2CCc3ccc(cc3CC2)-c2cnccn2)CC1)c1cccc(c1)-n1cccn1,93,1,-3,,0.898760104,23
TCMDC-140330,Cl.Cc1nc(sc1C(=O)N1CCc2cc3nccc(N4CCN5CCC[C@H]5C4)c3cc12)-c1ccc(cn1)C(F)(F)F,100,72,0,,0.783895957,5
TCMDC-140331,CNC(=O)\C=C\c1cc(NC(=O)Nc2ccnc3c(Br)cccc23)ccc1OC,95,68,1,,0.864504179,12
TCMDC-140332,Cl.Brc1ccc2cc(CNCCCNc3cc(=O)c4ccccc4[nH]3)sc2c1,92,8,-2,,0.989564478,18
TCMDC-140333,Cl.Clc1cccc2sc(CNCCCNc3cc(=O)c4ccccc4[nH]3)cc12,102,57,-7,,0.474016242,6
TCMDC-140334,Cl.COc1ccc2sc(CNCCCNc3cc(=O)c4ccccc4[nH]3)c(Cl)c2c1,85,42,-4,,1.070919391,1
TCMDC-140335,CC[C@H]1CN(Cc2ccccc2Br)CC[C@H]1CCCc1ccnc2ccc(O)cc12,86,2,-4,,1.003423828,12
TCMDC-140336,CC[C@H]1CN(Cc2ccco2)CC[C@H]1CCCc1ccnc2ccc(O)cc12,93,14,-1,,1.267312861,31
TCMDC-140337,CC[C@H]1CN(Cc2cccc(O)c2)CC[C@H]1CCCc1ccnc2ccc(O)cc12,103,98,4,,0.533963521,14
TCMDC-140338,Cl.Cn1cnc(c1)-c1ccc2CCN(CCC3CCC(CC3)NC(=O)\C=C\c3ccc(F)cc3)CCc2c1,90,18,4,,0.904433097,26
TCMDC-140339,CCCCCCN(C1CCN(CC1C(=O)OCC)C(=O)OC(C)(C)C)C(=O)OCc1ccccc1,96,96,-6,,0.366174871,9
TCMDC-140340,Cn1c(NC2CCN(CC3CCN(CC3)C(=O)\C=C\c3ccc(Cl)c(Cl)c3)CC2)nc2ccccc12,101,100,3,,0.148402776,99
TCMDC-140341,Cl.CC(C)N(CCOc1cc(NC(=O)N2CCc3cc(C)c(cc23)C(F)(F)F)cc(c1)C(F)(F)F)C(C)C,100,86,-2,,0.258735997,42
TCMDC-140342,Cn1c(nc2ccccc12)C1CC2CCC(C1)N2CC1CCC(CC1)NC(=O)\C=C\c1ccc(Cl)c(Cl)c1,100,51,4,,0.562558182,50
TCMDC-140343,Brc1cc(Br)cc(CNC(CCNc2cc(=O)c3ccccc3[nH]2)CNCc2ccoc2)c1,92,28,-1,,0.909931145,-6
TCMDC-140344,Brc1cc(Br)cc(CNC(CCNc2cc(=O)c3ccccc3[nH]2)CNCCc2ccccc2)c1,98,47,-6,,0.514152415,3
TCMDC-140345,Brc1cc(Br)cc(CNC(CCNc2cc(=O)c3ccccc3[nH]2)CNCc2cc3ccccc3o2)c1,100,94,2,,1.211,6
TCMDC-140346,CCc1ccc(CNCC(CCNc2cc(=O)c3ccccc3[nH]2)NCc2cc(Br)cc(Br)c2)o1,100,92,1,,0.638265887,-11
TCMDC-140347,Cc1cc(CNCC(CCNc2cc(=O)c3ccccc3[nH]2)NCc2cc(Br)cc(Br)c2)oc1C,98,85,2,,0.894052485,4
TCMDC-140348,Brc1ccc(CNCC(CCNc2cc(=O)c3ccccc3[nH]2)NCc2cc(Br)cc(Br)c2)o1,98,90,6,,0.859949226,2
TCMDC-140349,CS(O)(=O)=O.COc1cc(CNCCCNc2nc(=O)c3sccc3[nH]2)c2[nH]cc(Cl)c2c1,96,-2,2,,0.888080609,29
TCMDC-140350,FC(F)(F)c1ccc(Cl)c(c1)-c1ccc(o1)C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,102,34,3,,0.713626574,5
TCMDC-140351,Clc1cccc(-c2nc(cs2)C(=O)NC2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)c1Cl,99,41,-3,,1.732070584,34
