Smiles,mol_name,cdk2_ic50,cdk2_inhib,scaffold,sourcepool,cdk_act_bin_1
c1cc(OC)ccc1c2c(C#N)c(N)nc(c2C#N)SCC(=O)c3ccc(cc3)c4ccccc4,mol_14619,None,13.20,Scaffold_00,divscreen,0
c1cc(OC)ccc1c2c(c3ccc(cc3)OC)[nH]c4ccccc24,mol_14620,None,11.00,Scaffold_00,simscreen,0
c1cc(OC)ccc1c2c(c3ccc(cc3)OC)[s]c(n2)Nc4ccc(cc4)C#N,mol_14621,None,28.17,Scaffold_02,synscreen,0
c1cc(OC)ccc1c2c(c3ccc(cc3)OC)[s]c(n2)Nc4ccc(cc4)C(O)=O,mol_14622,None,45.49,Scaffold_02,synscreen,50
c1cc(OC)ccc1c2c(c3ccc(cc3)OC)[s]c(n2)Nc4ccc(cc4)[N+]([O-])=O,mol_14623,None,28.77,Scaffold_02,synscreen,0
c1cc(OC)ccc1c2c(c3ccc(cc3)OC)[s]c(n2)Nc4cccc(c4)[N+]([O-])=O,mol_14624,None,1.15,Scaffold_02,synscreen,0
c1cc(OC)ccc1c2c(c3ccccc3)[s]c(n2)N\N=C\c4ccc(Cl)cc4Cl,mol_14625,None,50.50,Scaffold_02,divscreen,100
c1cc(OC)ccc1c2c[s]c(n2)N3\N=C(\c4ccc(cc4)[N+]([O-])=O)/C(C3=O)=N\Nc5ccc(cc5)C#N,mol_14626,None,21.90,Scaffold_09,divscreen,0
c1cc(OC)ccc1c2c[s]c(n2)[n]3c(C(F)(F)F)c(cn3)C(=O)O,mol_14627,None,32.40,Scaffold_02,divscreen,50
c1cc(OC)ccc1c2c[s]c(n2)c3ccc(cc3)C(=O)O,mol_14628,None,22.60,Scaffold_00,divscreen,0
c1cc(OC)ccc1c2cc(c3ccc(cc3)OC)nc(n2)Nc4ccccc4C(O)=O,mol_14629,None,39.20,Scaffold_00,divscreen,50
c1cc(OC)ccc1c2cc(c3ccccc3)nc(c2C#N)SCc4ccc(cc4)OC,mol_14630,None,12.00,Scaffold_00,divscreen,0
c1cc(OC)ccc1c2cc(c3ccccc3)nc(n2)N[S](=O)(=O)c4ccc(N)cc4,mol_14631,None,13.54,Scaffold_00,simscreen,0
c1cc(OC)ccc1c2cc(c3ccccc3)nc(n2)N\N=C\c4ccc(O)c(c4)C(=O)O,mol_14632,None,24.20,Scaffold_00,divscreen,0
c1cc(OC)ccc1c2cc(c3ccccc3)nc(n2)N\N=C\c4ccc(cc4)[N+]([O-])=O,mol_14633,None,3.10,Scaffold_00,divscreen,0
c1cc(OC)ccc1c2cc(c3ccccc3)nc4[s]c(c(c24)N)C(=O)c5ccc(Br)cc5,mol_14634,None,31.40,Scaffold_00,divscreen,50
c1cc(OCC(=O)Nc2ccccc2)ccc1C(=N/3)/CC(c4ccccc4)Sc5ccccc35,mol_14635,None,33.70,Scaffold_00,divscreen,50
c1cc(OCC(=O)O)c(cc1Br)/C=N/NC(=O)COc2cccc(c2)Br,mol_14636,None,15.40,Scaffold_00,divscreen,0
c1cc(OCC(=O)O)ccc1/C=N/N=C(c2ccccc23)c4ccccc34,mol_14637,None,30.40,Scaffold_00,divscreen,50
c1cc(OCC(=O)O)ccc1/C=N/Nc(cccc23)c3nccc2,mol_14638,None,9.80,Scaffold_00,divscreen,0
c1cc(OCC(=O)O)ccc1C(C(=O)O2)c3cc(O)ccc23,mol_14639,None,-21.80,Scaffold_00,divscreen,0
c1cc(OCC(=O)O)ccc1NC(=O)c2cc(ccc2)C(=O)Nc3ccc(cc3)OCC(=O)O,mol_14640,None,19.60,Scaffold_00,divscreen,0
c1cc(OCC(=O)O)ccc1c(n2)c(NCc3ccccc3)[n]4cccc(c24)OCc5ccc(Cl)c(c5)Cl,mol_14641,None,None,Scaffold_21,synscreen,50
c1cc(OCC(=O)O)ccc1c(n2)c([n]3ccccc23)NCc4ccccc4,mol_14642,None,2.99,Scaffold_21,synscreen,0
c1cc(OCC(=O)O)ccc1c(n2)c([n]3ccncc23)NCc4ccccc4,mol_14643,None,19.66,Scaffold_21,synscreen,0
c1cc(OCC(=O)O)ccc1c(nc23)c([n]3cccn2)NCc4ccccc4,mol_14644,None,5.17,Scaffold_21,synscreen,0
c1cc(OCC(F)(F)F)c(C(=O)N/C=N/O)cc1OCC(F)(F)F,mol_14645,None,16.90,Scaffold_00,divscreen,0
c1cc(OCC(F)(F)F)c(C(=O)NCC[NH3+])cc1OCC(F)(F)F,mol_14646,None,14.40,Scaffold_00,divscreen,0
c1cc(OCC(F)(F)F)c(C(=O)NOCC(=O)O)cc1OCC(F)(F)F,mol_14647,None,13.00,Scaffold_00,divscreen,0
c1cc(OCC(F)(F)F)c(cc1OCC(F)(F)F)C(=O)NCCNC(=O)c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F,mol_14648,None,17.90,Scaffold_00,divscreen,0
c1cc(OCC(F)(F)F)c(cc1OCC(F)(F)F)C(=O)NOC(=O)c2cc(Cl)c(Cl)cc2,mol_14649,None,5.40,Scaffold_00,divscreen,0
c1cc(OCC(F)(F)F)c(cc1OCC(F)(F)F)C(=O)\N=C\NNc2cccc(n2)Cl,mol_14650,None,13.50,Scaffold_00,divscreen,0
c1cc(OCC(F)(F)F)c(cc1OCC(F)(F)F)c2ccnc(n2)NC(=O)Nc3ccc(Cl)cc3,mol_14651,None,21.30,Scaffold_04,divscreen,0
c1cc(OCC(F)(F)F)c(cc1OCC(F)(F)F)c2ccnc(n2)NC(=O)c3ccc[s]3,mol_14652,None,10.70,Scaffold_00,divscreen,0
c1cc(OCC(N)=O)ccc1[S](=O)(=O)c2ccc(cc2)OCC(N)=O,mol_14653,None,9.40,Scaffold_00,divscreen,0
c1cc(OCC(O)CNCc2ccccn2)ccc1OCC(O)CNCc3ccccn3,mol_14654,None,21.20,Scaffold_00,divscreen,0
c1cc(OCC)ccc1N[S](=O)(=O)c(cc2)ccc2N(C3=O)C(=O)c(cc(c4)[N+]([O-])=O)c5c3cc(cc45)[N+]([O-])=O,mol_14655,None,36.30,Scaffold_00,divscreen,50
c1cc(OCC)ccc1Oc(c2)cc([N+]([O-])=O)cc2NC(=O)c(nc34)n[n]4c(C(F)(F)F)cc(n3)c5ccc[s]5,mol_14656,None,-0.90,Scaffold_00,divscreen,0
c1cc(OCC)ccc1Oc(cc(c2)Oc3cccc(c3)C)cc2NC(=O)c(nc45)n[n]5c(C(F)(F)F)cc(n4)c6ccccc6,mol_14657,2.9000,68.90,Scaffold_03,divscreen,100
c1cc(OCC)ccc1Oc2cc([N+]([O-])=O)cc(c2)Oc3ccc(cc3)NC(=O)C(F)(F)F,mol_14658,None,20.10,Scaffold_00,divscreen,0
c1cc(OCCCC(=O)O)cc(c1N)c2cc(ccc2N)OCCCC(=O)O,mol_14659,None,22.10,Scaffold_00,divscreen,0
c1cc(OCCO)ccc1C(c2ccccc23)(c4ccccc34)c5ccc(cc5)OCCO,mol_14660,None,-4.30,Scaffold_00,divscreen,0
c1cc(OCCO)ccc1c(n2)c([n]3cc(Cl)cc(c23)Cl)NCc4ccccc4,mol_14661,None,-6.52,Scaffold_21,synscreen,0
c1cc(OCCO)ccc1c(n2)c([n]3ccncc23)NCc4ccccc4,mol_14662,None,-1.02,Scaffold_21,synscreen,0
c1cc(OCCO)ccc1c(nc23)c([n]3cccn2)NCc4ccccc4,mol_14663,None,5.20,Scaffold_21,synscreen,0
c1cc(OCCOCCO)c(cc1[N+]([O-])=O)OCCOCCO,mol_14664,None,13.30,Scaffold_00,divscreen,0
c1cc(OC\C(N)=N\O)ccc1\C2=N\CCS2,mol_14665,None,19.00,Scaffold_00,divscreen,0
c1cc(OC\C(N)=N\O)ccc1c2c[s]nn2,mol_14666,None,15.60,Scaffold_00,divscreen,0
c1cc(OCc2c(Cl)cc(cn2)C(F)(F)F)ccc1/C(C)=N/Nc3cc(C(F)(F)F)ccc3,mol_14667,None,3.70,Scaffold_00,divscreen,0
c1cc(OCc2c(Cl)cccc2Cl)ccc1C[C@@H](C(=O)O)NC(=O)OCC3c4ccccc4c5ccccc35,mol_14668,None,28.60,Scaffold_00,divscreen,0
c1cc(OCc2c[o]c(c2)C(=O)O)ccc1C(=O)c3ccccc3,mol_14669,None,31.30,Scaffold_00,divscreen,50
c1cc(OCc2ccc(Br)cc2)ccc1/C=N/Nc3ccc([N+]([O-])=O)cc3[N+]([O-])=O,mol_14670,None,29.70,Scaffold_00,divscreen,0
c1cc(OCc2ccc(Cl)c(c2)Cl)ccc1C(=O)CSCc3ccc(Cl)c(c3)Cl,mol_14671,None,15.50,Scaffold_00,divscreen,0
c1cc(OCc2ccccc2)ccc1CC(C(=O)O)NC(=O)c3cc([N+]([O-])=O)cc(c3)[N+]([O-])=O,mol_14672,None,14.70,Scaffold_00,divscreen,0
c1cc(OCc2ccccc2)ccc1C[C@@H](C(=O)O)NC(=O)OCC3c4ccccc4c5ccccc35,mol_14673,None,25.90,Scaffold_00,divscreen,0
c1cc(OCc2ccccc2)ccc1OC(=O)Nc3ccc([N+]([O-])=O)cc3Cl,mol_14674,None,24.40,Scaffold_00,divscreen,0
c1cc(OCc2ccccc2)ccc1OCC(=O)Nc3cc(Cl)ccc3O,mol_14675,None,-1.60,Scaffold_00,divscreen,0
c1cc(OCc2ccccc2Cl)ccc1/C=N/NC(=O)C(CC3=O)CN3c4ccc(Br)cc4,mol_14676,None,15.20,Scaffold_00,divscreen,0
c1cc(O[P](=O)(O)O)ccc1C[C@@H](C(=O)N[C@@H](C(N)=O)CCCCN)NC(=O)[C@H](N)Cc2ccccc2,mol_14677,None,14.30,Scaffold_00,divscreen,0
c1cc(O[P](=O)(O)O)ccc1C[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(N)=O)Cc2c[nH]c3ccccc23,mol_14678,None,6.30,Scaffold_00,divscreen,0
c1cc(O[P](=O)(O)O)ccc1C[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@H](C(N)=O)Cc2c[nH]c3ccccc23,mol_14679,None,12.40,Scaffold_00,divscreen,0
c1cc(O[P]([O-])(=O)O)ccc1N,mol_14680,None,22.50,Scaffold_00,divscreen,0
c1cc(O[P]([O-])([O-])=O)ccc1C2(c3ccc(O)cc3)OC(=O)c4ccccc24,mol_14681,None,7.00,Scaffold_00,divscreen,0
c1cc(O[S](=O)(=O)c2ccc(cc2)OC)ccc1/C=N/NC(=O)c(c(O)cc34)cc4cccc3,mol_14682,None,19.20,Scaffold_00,divscreen,0
c1cc(O[S](=O)(=O)c2ccc(cc2)[N+]([O-])=O)ccc1/C=N/NC(=O)c3cccc(c3)O,mol_14683,None,4.80,Scaffold_00,divscreen,0
c1cc(O[S](=O)(=O)c2cccc(c2)[N+]([O-])=O)c(c3ccccc13)/C=N/NC(=O)c4ccc(C)cc4,mol_14684,None,28.00,Scaffold_00,divscreen,0
c1cc(O[S](=O)(=O)c2ccccc2)ccc1Oc3ccc(cc3)O[S](=O)(=O)c4ccccc4,mol_14685,None,1.40,Scaffold_00,divscreen,0
c1cc(O[S]([O-])(=O)=O)cc2ccccc12,mol_14686,None,26.80,Scaffold_00,divscreen,0
c1cc(O[S]([O-])(=O)=O)ccc1C[C@@H](C(=O)O)NC(=O)OCC(c2ccccc23)c4ccccc34,mol_14687,None,12.30,Scaffold_00,divscreen,0
c1cc(Oc2c(Cl)cc(cn2)C(F)(F)F)ccc1NC(=O)c3ccc[n]3c4c(Cl)cc(cn4)C(F)(F)F,mol_14688,None,-41.10,Scaffold_00,divscreen,0
c1cc(Oc2c(Cl)cncc2Cl)ccc1/C(N)=N/OC(=O)c3ccc(Cl)cc3,mol_14689,None,3.90,Scaffold_00,divscreen,0
c1cc(Oc2c(Cl)cncc2Cl)ccc1/C(N)=N/OC(=O)c3ccccc3,mol_14690,None,-10.80,Scaffold_00,divscreen,0
c1cc(Oc2cc(C(F)(F)F)cc(c2)C(F)(F)F)ccc1NC(=O)Nc3ccc(cc3)OC(F)(F)F,mol_14691,None,20.70,Scaffold_04,divscreen,0
c1cc(Oc2cc(C(F)(F)F)cc(c2)C(F)(F)F)ccc1N[S](=O)(=O)c3cc(C(F)(F)F)cc(c3)C(F)(F)F,mol_14692,None,32.10,Scaffold_00,divscreen,50
c1cc(Oc2cc(Cl)cnc2)c(C(=O)OCC)cc1NC(=O)Nc3ccc(Cl)c(c3)Cl,mol_14693,None,22.90,Scaffold_04,divscreen,0
c1cc(Oc2ccc(C)c(c2)C)ccc1N(C3=O)C(=O)c4cc(c5cc34)C(=O)N(C5=O)c6ccc(cc6)Oc7ccc(C)c(c7)C,mol_14694,None,20.80,Scaffold_00,divscreen,0
c1cc(Oc2ccc(cc2)C(=O)O)ccc1C(=O)c(cc34)ccc3C(=O)N(C4=O)c5cc([N+]([O-])=O)ccc5,mol_14695,3.2500,67.30,Scaffold_03,divscreen,100
c1cc(Oc2ccc(cc2)C(=O)O)ccc1C(=O)c(ccc34)cc3C(=O)N(C4=O)c5ccc(cc5)C(=O)O,mol_14696,None,13.40,Scaffold_00,divscreen,0
c1cc(Oc2ccc(cc2)C(=O)O)ccc1C(=O)c(ccc34)cc3C(=O)N(C4=O)c5ccccc5C(=O)O,mol_14697,None,30.60,Scaffold_00,divscreen,50
c1cc(Oc2ccc(cc2)C(=O)O)ccc1Oc(ccc34)cc3C(=O)N(C4=O)c5ccc(cc5)OC,mol_14698,None,18.60,Scaffold_00,divscreen,0
c1cc(Oc2ccc(cc2)NC(=O)c3ccccc3Cl)ccc1Oc4ccc(cc4)NC(=O)c5ccccc5Cl,mol_14699,None,41.60,Scaffold_00,divscreen,50
c1cc(Oc2ccc(cc2)NC(=O)c3ccccc3OC)ccc1Oc4ccc(cc4)NC(=O)c5ccccc5OC,mol_14700,None,18.00,Scaffold_00,divscreen,0
c1cc(Oc2ccc(cc2)c3nc(N)nc(N)n3)ccc1Oc4ccc(cc4)c5nc(N)nc(N)n5,mol_14701,None,9.30,Scaffold_00,divscreen,0
c1cc(Oc2ccc3c(c2)C(=O)N(C3=O)c4cc(C#C)ccc4)ccc1Oc(cc56)ccc5C(=O)N(C6=O)c7cc(C#C)ccc7,mol_14702,None,12.80,Scaffold_00,divscreen,0
c1cc(Oc2cccc(C)c2C)ccc1N(C3=O)C(=O)c4cc(C(=O)O)ccc34,mol_14703,None,28.50,Scaffold_00,divscreen,0
c1cc(Oc2cccc(c2)C(=O)O)ccc1Oc(ccc34)cc3C(=O)N(C4=O)c5ncc[s]5,mol_14704,None,3.30,Scaffold_00,divscreen,0
c1cc(Oc2ccccc2)ccc1N(C(=O)c3ccccc3)CN(C4=O)C(=O)c5ccccc45,mol_14705,None,6.30,Scaffold_00,divscreen,0
c1cc(Oc2ccccc2)ccc1N3C(=O)C(CC3=O)Sc4ccccc4N,mol_14706,None,12.30,Scaffold_00,divscreen,0
c1cc(Oc2nccc(n2)C(F)(F)F)ccc1/C=N/NC(=S)Nc3cc(Cl)ccc3Cl,mol_14707,None,8.10,Scaffold_00,divscreen,0
c1cc(SC#N)cc(C(=O)O)c1N,mol_14708,None,16.30,Scaffold_00,divscreen,0
c1cc(SC#N)cc(C(=O)O)c1[N+]([O-])=O,mol_14709,None,14.50,Scaffold_00,divscreen,0
c1cc(SC(F)(F)F)ccc1NC(=O)O/N=C(N)/C[n]2ccc(n2)C(F)(F)F,mol_14710,None,-23.60,Scaffold_00,divscreen,0
c1cc(SC(F)(F)F)ccc1OCC(=O)NN[S](=O)(=O)c2cc(Cl)ccc2Cl,mol_14711,None,23.40,Scaffold_00,divscreen,0
c1cc(SC)ccc1NC(=O)Nc2ccc(cc2)C(F)(F)c3cc([N+]([O-])=O)ccc3,mol_14712,None,23.90,Scaffold_04,divscreen,0
c1cc(SC)ccc1NC(=O)Oc2c(Br)cc([N+]([O-])=O)cc2Br,mol_14713,None,28.50,Scaffold_00,divscreen,0
c1cc(SCC(=O)O)ccc1Cc2ccc(cc2)SCC(=O)O,mol_14714,None,8.20,Scaffold_00,divscreen,0
c1cc(SCC(=O)O)ccc1Oc2ccc(cc2)SCC(=O)O,mol_14715,None,31.30,Scaffold_00,divscreen,50
c1cc(SCC(=O)O)ccc1c2ccc(cc2)SCC(=O)O,mol_14716,None,25.10,Scaffold_00,divscreen,0
c1cc(Sc2ccc(C)c(c2)C)ccc1[S](=O)(=O)c(cc34)ccc3C(=O)N(C4=O)c5ccc(cc5)C(=O)O,mol_14717,None,55.80,Scaffold_03,divscreen,100
c1cc([C@@H](O)CN)cc(O)c1O,mol_14718,None,25.50,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)[o]c1/C=N/NC(N)=O,mol_14719,None,9.80,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)[o]c1/C=N\O,mol_14720,None,30.50,Scaffold_00,divscreen,50
c1cc([N+]([O-])=O)[o]c1c2nnc([o]2)SCCC(=O)O,mol_14721,None,16.20,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)c(C(=O)O)c(c1)C(=O)Nc2ccc(C)cc2Br,mol_14722,None,34.40,Scaffold_00,divscreen,50
c1cc([N+]([O-])=O)c(C(=O)O)cc1NC(=O)CC[C@H](N)C(=O)O,mol_14723,None,20.30,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)c(N)cc1NCCC(=O)O,mol_14724,None,28.40,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)c(N)cc1NCCCCN,mol_14725,None,4.30,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)c(N)cc1NCCCN,mol_14726,None,9.70,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)c(c(c1)C(=O)O)C(=O)Nc2cc(Cl)c(N)c(c2)Br,mol_14727,None,26.90,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)c(c(c1)C(=O)O)C(=O)Nc2ccc(Cl)cn2,mol_14728,None,16.30,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)c(c(c1)C(=O)O)C(=O)Nc2nc[nH]n2,mol_14729,None,-11.70,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)c(cc1O)/C=N/NC(=O)COc2ccc([N+]([O-])=O)cc2Br,mol_14730,None,15.10,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)c(nc1)SN[C@H](C(=O)O)CCC(N)=O,mol_14731,None,14.90,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc(C(=O)O)c1N,mol_14732,None,18.90,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc(Cl)c1NC(=O)CCCCC(=O)O,mol_14733,None,18.40,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc(Cl)c1NCC(O)CNc2ccc([N+]([O-])=O)cc2Cl,mol_14734,None,13.90,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc(Cl)c1NCCCN,mol_14735,None,5.80,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc(Cl)c1NCCCNC(=O)c2cc(F)c(F)cc2Cl,mol_14736,None,20.60,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc(O)c1NC(=O)NN,mol_14737,None,33.00,Scaffold_00,divscreen,50
c1cc([N+]([O-])=O)cc(O)c1NC(N)=O,mol_14738,None,3.10,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1NC(C(=O)O)CCC(=O)O,mol_14739,None,-3.50,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1NCCCCCC(O)=O,mol_14740,None,8.00,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1NCCNCCO,mol_14741,None,30.70,Scaffold_00,divscreen,50
c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1NCC[S]([O-])(=O)=O,mol_14742,None,18.90,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1N[C@H](C(=O)O)CC(N)=O,mol_14743,None,-4.60,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1N\N=C(\c2ccc(Cl)c(c2)Cl)C[n+]3cccc(c3)C,mol_14744,None,0.40,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc(c1)C(=O)NNC(=O)CCC(=O)O,mol_14745,None,21.60,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc(c1)C(=O)Nc2cc(cc(c2)C(=O)O)NC(=O)c3cccc(c3)[N+]([O-])=O,mol_14746,None,25.90,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc(c1)NC(=O)Nc2cc(Br)c(c(c2)C)NC(=O)Nc3cccc(c3)[N+]([O-])=O,mol_14747,None,13.40,Scaffold_04,divscreen,0
c1cc([N+]([O-])=O)cc(c1)[S](=O)(=O)Nc2ccc(Cl)cc2C,mol_14748,None,3.00,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc(c1)c2nc([o]n2)CCCC(=O)O,mol_14749,None,12.70,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)cc(c1Cl)NC(=N)NC(=N)N,mol_14750,None,22.50,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1/C(CC2=O)=N/N2[S](=O)(=O)c(cccc34)c3n[s]n4,mol_14751,None,-16.33,Scaffold_07,synscreen,0
c1cc([N+]([O-])=O)ccc1/C(CC2c3ccc[s]3)=N/N2c(n4)ccc5ccccc45,mol_14752,None,5.03,Scaffold_09,synscreen,0
c1cc([N+]([O-])=O)ccc1/C=N/N=C2\NC(=O)CS2,mol_14753,None,6.80,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1/C=N/NC(=N/[S]2(=O)=O)/c3ccccc23,mol_14754,None,17.50,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1/C=N/NC(=O)c2ccccc2\C3=N\CCCN3,mol_14755,None,11.70,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1/C=N/N\C2=N\C(=O)CS2,mol_14756,None,9.70,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(/N=C\2/N)N(C(\N)=N/2)c3ccc(F)cc3,mol_14757,None,16.10,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=N/2)/CC(=O)N2c(nc3C(F)(F)F)ncc3C(=O)NC4CCc5ccccc45,mol_14758,None,17.53,Scaffold_07,synscreen,0
c1cc([N+]([O-])=O)ccc1C(=N/O)/CSc2ccccc2C(=O)O,mol_14759,None,19.40,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)COC(=O)c2ccc(cc2)NC(=O)c3ccccc3,mol_14760,None,21.90,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)COC(=O)c2ccccc2c3ccccc3C(=O)OCC(=O)c4ccc(cc4)[N+]([O-])=O,mol_14761,None,0.20,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)CSc2ccccc2C(=O)O,mol_14762,None,17.20,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)C[n+]2cccc(c2)C(N)=O,mol_14763,None,15.00,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)NC(CSCc2ccccc2)C(=O)N\N=C\c3ccc(O)cc3,mol_14764,None,-15.10,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)NCC(=O)O,mol_14765,None,26.00,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)NCCC(=O)O,mol_14766,None,21.10,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)NCCCCCC(=O)ON(\N=N/2)C(=O)c3ccccc23,mol_14767,None,21.50,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)NNC([S-])=S,mol_14768,None,30.30,Scaffold_00,divscreen,50
c1cc([N+]([O-])=O)ccc1C(=O)N\C(SN2)=N\C2=O,mol_14769,None,29.30,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)N\N=C/c(c2)cccc2OC(=O)c(ccc34)cc3OCO4,mol_14770,None,15.70,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)N\N=C\c2c[n](c3ccccc23)Cc4ccc(Cl)cc4Cl,mol_14771,None,15.40,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)N\N=C\c2ccc(O)c(c2)Br,mol_14772,None,2.10,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)N\N=C\c2ccc[nH]2,mol_14773,None,20.80,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)N\N=C\c2cccc(c2O)C(=O)O,mol_14774,None,9.70,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Nc(cc2)c(Cl)cc2c([nH]3)nc4c(Cl)c(ccc34)NC(=O)c5ccc(cc5)[N+]([O-])=O,mol_14775,None,-4.00,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Nc(cc2C(=O)NN(C3=O)C(=O)c4ccccc34)cc(c2)C(=O)NN5C(=O)c6ccccc6C5=O,mol_14776,None,39.40,Scaffold_00,divscreen,50
c1cc([N+]([O-])=O)ccc1C(=O)Nc(ccc23)cc2N(c4ccccc4)C5C(=N/3)\C=C/C(=C\5)NC(=O)c6ccc(cc6)[N+]([O-])=O,mol_14777,None,9.40,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Nc(cccc23)c3c(ccc2)NC(=O)c4ccc(cc4)[N+]([O-])=O,mol_14778,2.9400,68.60,Scaffold_03,divscreen,100
c1cc([N+]([O-])=O)ccc1C(=O)Nc2[nH]nnn2,mol_14779,None,21.50,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Nc2c(C(=O)OCC)[s]c3c(cccc23)NC(=O)c4ccc(cc4)[N+]([O-])=O,mol_14780,None,22.30,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Nc2cc(C(=O)Nc3cccc(c3)C(=O)O)cc(c2)C(=O)Nc4cccc(c4)C(=O)O,mol_14781,None,14.00,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Nc2ccc(cc2)[S](=O)(=O)Nc3ncc(cn3)OC,mol_14782,None,17.70,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Nc2cccc(c2)Oc3ccc(C(=O)O)c(c3)C(=O)O,mol_14783,None,20.40,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Nc2ccccc2C(=O)NCC(=O)O,mol_14784,None,33.10,Scaffold_00,divscreen,50
c1cc([N+]([O-])=O)ccc1C(=O)Nc2ccccc2C(=O)NCCC[n]3ccnc3,mol_14785,None,12.10,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Nc2ccccc2Oc3ccc(C(=O)O)c(c3)C(=O)O,mol_14786,None,19.00,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)OC2[C@@H](OCc3ccccc3)[C@H](OCc4ccccc4)[C@H](O2)COCc5ccccc5,mol_14787,None,13.10,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Oc(cc2)ccc2/C=N/NC(=O)C(C3=O)C(CN3)c4ccccc4,mol_14788,None,7.20,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Oc(cc2)ccc2/C=N/NC(=O)COc(ccc3)c4ccccc34,mol_14789,None,2.20,Scaffold_00,divscreen,0
c1cc([N+]([O-])=O)ccc1C(=O)Oc2c(cc(Br)cc2C(=O)O)CNC(=O)c3ccccc3,mol_14790,None,21.80,Scaffold_00,divscreen,0
