smiles,bradley
ClC1=C2COC(=O)C2=C(Cl)C(Cl)=C1Cl,209.0
S1C=CC=C1C1=CC=C(S1)C1=CC=CS1,92.8
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,96.8
COC1=CC=C(OC)C(=C1)[N+]([O-])=O,71.8
ClC(=O)C1=C(Cl)C=C(Cl)C=C1,17.2
CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,172.0
NC1=CC(=C(F)C=C1)[N+]([O-])=O,96.8
FC(F)(F)C1=CC=CC(=C1)C#N,15.2
OCC(F)(F)C(F)(F)C(F)(F)CO,78.8
FC1=CC=C(C=C)C=C1,-35.2
O=C1NN=CC(=O)N1,275.0
O=C1CCOC2=CC=CC=C12,37.2
COC1=CC=CC=C1OC(=O)C1=CC=CC=C1,58.2
COC1=CC=C2COC(=O)C2=C1OC,102.0
OC1=CC2=C(C=CC=C2O)C=C1,181.0
CCS(=O)(=O)CC,72.8
CCC(=O)C1=CC(O)=CC=C1O,97.2
CCCCOC1=CC=C(C=C1)C(O)=O,148.0
CCOC(=O)C(=O)NC1=CC=CC=C1,66.2
C[Si](C)(C)[Si](C)(C)C,12.8
CC1=CSC(N)=N1,44.8
OC(=O)CCCCCCCCCCCCCCCCCCC(O)=O,126.0
CC1=CC=C(C=C1C)C(=O)C1=CC=CC=C1,46.8
ON1N=NC2=C1C=CC=C2,158.0
CC(C)(C)C1=CC(=O)C(=O)C(=C1)C(C)(C)C,114.0
CCCC(=O)NN,44.8
COC1=CC=C(CCCC(O)=O)C=C1,58.2
CC(=O)C1=CC=C(C)S1,26.8
CC1=NNC=C1Br,75.8
NC1=CC2=C(NN=C2)C=C1,176.0
OC1=C(F)C=CC=C1F,38.8
ClC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,67.8
CC1(C)OC(=O)CC1C(O)=O,175.0
CCP(O)(O)=O,60.8
OC(=O)C(=C)C(F)(F)F,50.8
OC(=O)C(=CC1=CC=CC=C1)C1=CC=CC=C1,172.0
CC1=NNC(=S)NC1=O,219.0
NC1=CC=C(N)C(=C1)[N+]([O-])=O,139.0
OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,301.0
OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1,286.0
COP(=O)(OC)OC(=CCl)C1=C(Cl)C=C(Cl)C(Cl)=C1,96.8
ON=CC1=CC=CC=C1,35.8
CCCCCCCCC=CCCCCCCCCCCCC(N)=O,78.2
OC(=O)C1=CC2=CC=CC=C2O1,193.0
CC(=O)C1=CC=CN=C1,12.8
CN(C)C1=CC=CC(=C1)[N+]([O-])=O,59.8
CC1=CC2=C(C=C1C)N=CN2,205.0
CCCCCCCCCCCCCCCC(O)=O,61.8
OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2,180.0
CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,122.0
CCN1C(=O)C=CC1=O,44.8
OC(=O)CI,81.8
BrCC(=O)C1=CC=CC=C1,49.8
OC1(CCCCC1)C#C,32.2
BrC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,81.8
CC(C)(C)C1=CC=C(C=C1)C(O)=O,165.0
NC(=O)CC#N,121.0
ClC1=C(Cl)C(Cl)=C(Cl)C2=C1C(=O)OC2=O,255.0
OC(=O)CCCC1=CNC2=CC=CC=C12,124.0
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,76.8
NC1=CC=CC(N)=N1,121.0
CC1=CC=CO1,-88.2
OCC1=CC=C(CO)C=C1,118.0
OC1=C(C2=CC=CC=C2C=C1)C1=C(O)C=CC2=C1C=CC=C2,216.0
CC1=CC=C(OC(=O)C2=CC=CC=C2)C=C1,70.8
IC1=CC=C(I)C=C1,131.0
OC(=O)C1=CC=C(C=C)C=C1,143.0
NC(=O)C1=C(Cl)C=CC=C1Cl,198.0
CC(=O)OC1=CC=C(C=C1)C(O)=O,193.0
COC1=CC=C(N)C(OC)=C1,34.2
OC(=O)COC1=CC=CC=C1,99.2
O=CC1=CC=C(C=C1)C#N,101.0
OCC(=O)C1=CC=CC=C1,5.25
OCC1=CC=CC(=C1)[N+]([O-])=O,31.2
CC(C)(C)OC(=O)NCC(O)=O,88.2
NC1=CC(Cl)=C(O)C(Cl)=C1,168.0
NC1=CC=C(C=C1)C1CCCCC1,53.8
C[C@@H](O)[C@H](C)O,33.8
ClCC=CCCl,2.75
COC1=CC=C(C=C1)C(N)=O,166.0
OC1=CC=CC(NC2=CC=CC=C2)=C1,80.8
NC1=CC=C(O)C=C1,188.0
NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,176.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,70.8
N1C=NC2=CC=CC=C12,170.0
COC(=O)C=C,-75.8
OC(=O)C1CCCCC1,30.8
NC1=CC(=CC=C1)[N+]([O-])=O,113.0
CC(=O)CCC(C)=O,-6.25
CC1=CC(N)=C(N)C=C1,88.8
CCCCC(C)=O,-56.2
NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,235.0
OC(=O)C(Cl)(Cl)Cl,56.8
OC(=O)CCl,62.2
NC1=CC=CC=C1N,102.0
[O-][N+](=O)C1=CC(I)=CC=C1,37.8
CC1=CC=C(C=C1)C#N,28.8
COC1=CC=C(C=C1)C(O)=O,184.0
C1CCC(CC1)N=C=NC1CCCCC1,35.2
CN1C=CN=C1S,146.0
CC(=O)C1=CC=CC=C1,19.8
NC#N,44.8
C1CC2=CC=CC3=C2C1=CC=C3,94.2
CCOC1=CC=C(N)C=C1,3.2
NCCN1CCOCC1,24.8
ClC1=CC(Cl)=CC(Cl)=C1,64.2
O=CC1=CC(C=O)=CC=C1,88.7
CN1C2=C(C=CC=C2)C2=C1C=CC=C2,90.2
CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,142.0
ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,109.0
C1CC[C@H]2CCCC[C@@H]2C1,-31.1
CCOC(=O)C(NC(C)=O)C(=O)OCC,97.2
OC(=O)CCC#C,56.9
OCCCCCCCCCCCCO,82.2
CC(C)[N+]([O-])=O,-92.2
O=C1C=CC(=O)C=C1,115.0
CC(C)(C)C1=CC=CC=C1,-58.6
CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,229.0
CC1CC(C)C(C)C1,-132.0
CC1=CC=C2C=CC=C(O)C2=N1,72.9
ON=C1CCCC1,56.9
CC1=C(C=CC=C1Cl)[N+]([O-])=O,36.9
COC(=O)C1=CC=C(OC)C(OC)=C1,59.9
ClCC1=CC(CCl)=CC=C1,35.1
CCCCCCCCCCCC(O)=O,44.1
CC(=O)C(C)=O,-2.1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-24.1
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,179.0
OC(=O)CCC1=CC=C(O)C=C1,130.0
OC1=C(I)C=C(I)C=C1I,159.0
OCCN1CCCCC1,16.9
COC(=O)CCCCCCCCCCC(=O)OC,30.9
C1CCC(CC1)NC1CCCCC1,-1.05
CS,-122.0
CC1(C)COC(=O)C1O,91.0
OC(=O)CC[N+]([O-])=O,63.0
NC(=O)C1=C(Cl)C=C(C=C1)[N+]([O-])=O,171.0
COC(=O)C1=C(Cl)C(Cl)=C(C(=O)OC)C(Cl)=C1Cl,156.0
S1C2=CC=CC=C2C2=C1C=CC=C2,98.0
NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,183.0
CCNC1=NC(NCC)=NC(Cl)=N1,227.0
C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2,159.0
O=C1NC2=CC=CC=C2O1,139.0
NCCS,97.0
OCC(Br)(Br)Br,80.0
CC1(C)NC(=O)NC1=O,177.0
ClC1=CC=C(C=C1)S(=O)(=O)C1=CC=CC=C1,93.0
O=C1CCC2=CC=CC=C12,41.0
O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,74.0
OC(=O)C1=CC=CC=C1C(=O)C1=CC=CC=C1,128.0
CC1=CC=C(O)C(=C1)C(O)=O,152.0
CC(=O)C1=CC=C(O)C=C1O,145.0
CC1=CC=CC=C1CBr,20.0
OC1=CC2=CC=CC=C2C=C1O,163.0
O1C(=CN=C1C1=CC=CC=C1)C1=CC=CC=C1,73.0
CC1=NC2=CC(C)=CC=C2S1,39.0
CC1=CC=CC=C1NC(=N)NC1=CC=CC=C1C,178.0
NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,190.0
[O-][N+](=O)C1=CC=C(C=C)C=C1,28.0
CCOC1=CC=C(C=C1)[N+]([O-])=O,59.0
N#CC1=CC=CC=N1,28.0
CC(OC1=CC=CC(Cl)=C1)C(O)=O,114.0
OCC(O)COC1=CC=C(Cl)C=C1,79.0
OC(=O)CCCl,40.0
OC(=O)CCSCCC(O)=O,130.0
CCCCCCCCCCCCCCCCCC(=O)OCC,34.0
NC1=CC=CC2=C1C=C(O)C=C2,207.0
CC1=NC2=C(S1)C=CC=C2,13.0
ClC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1,210.0
OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,145.0
OC1=CC(OC(=O)C2=CC=CC=C2)=CC=C1,133.0
C(CNCC1=CC=CC=C1)NCC1=CC=CC=C1,25.0
C1C2=CC=CC3=C2C2=C(C=CC=C12)C=C3,115.0
C1=CC=C2C(C=CC3=C2N=CC=C3)=C1,51.0
CC(=O)NC1=CC=C(F)C=C1,153.0
OC1=C(F)C=C(C=C1)[N+]([O-])=O,120.0
OC(=O)C1=CC=CC=C1C(F)(F)F,110.0
CC1=CC=C(N)C=C1F,32.0
CC(C)C1=CC2=C(C=C1)C1=C(C=C2)C(C)=CC=C1,100.0
CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC,88.0
CC(=O)C1=CC=C(O)C(O)=C1O,172.0
CC(=O)NC1=CC=CC=C1Cl,88.0
O=C1NC(=O)C=C1,93.0
CC(=O)NC1=CC=CC=C1[N+]([O-])=O,93.0
COC1=CC=CC=C1OC(=O)OC1=CC=CC=C1OC,88.0
CC1=CC=CC2=C1C=CC=C2C,81.0
OC(=O)COC1=CC(Cl)=CC=C1,109.0
CCCCNC(N)=O,96.0
C=CCSCC=C,-84.0
CC1=C(N)C=CC=C1[N+]([O-])=O,91.0
CN(C)C1=CC=CC2=C1C=CC=C2S(Cl)(=O)=O,71.0
[O-][N+](=O)C1=CC=CC2=C1N=CC=C2,89.0
OC(=O)C1=C(Br)C=CC(Br)=C1,156.0
NC1=C2C=CC=NC2=CC=C1,109.0
ClC1=NC2=CC=CC=C2C=C1,37.0
CC1=CC=CC(=C1)C1=CC(C)=CC=C1,8.0
NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,162.0
OC(=O)C1=CC=C(C=O)C=C1,246.0
OC(=O)CC1=CC(O)=CC=C1,131.0
NNC=O,56.0
CC(C)(C)C#N,16.0
CC(C)CCC(O)=O,-34.0
CC1=CC=C(C(O)=C1)[N+]([O-])=O,54.0
CC(C)(C(O)=O)C1=CC=CC=C1,80.0
CC1=CC=C2C=CC=C(C2=N1)[N+]([O-])=O,139.0
S(SC1=CC=CC=C1)C1=CC=CC=C1,61.0
OC1=C(Cl)C=CC(Cl)=C1Cl,57.0
CC1=CC(=O)C=C(C)O1,133.0
CNC1=CC=C(Cl)C=C1C(=O)C1=CC=CC=C1,95.0
C=CN1C2=C(C=CC=C2)C2=C1C=CC=C2,64.0
CCCCCCCCCCCC[N+](C)(C)[O-],132.0
CCCCCCCCCC(C)O,1.0
CCCCCCCCCCCC(C)O,24.0
COC1=CC=CC(CC(O)=O)=C1,71.0
OCC1=CC(Cl)=C(Cl)C=C1,37.0
CC1=CC=CC(N)=N1,42.0
CCCC#CCCC,-102.0
COC1=CC=C(O)C=C1OC,82.0
ClC1=CC(=CC=C1)C1=CC=CC=C1,17.0
CC(=O)NC1=C(C)C=CC=C1C,182.0
ClC1=CC=CC(Cl)=N1,87.0
CCCCCCCCOC1=CC=C(C=C1)C(O)=O,102.0
OC1=CC=C(SC2=CC=C(O)C=C2)C=C1,154.0
CCCCCCCCCCCCCCCCCCS,31.0
CCCCCCCCCCCCCCCCS,20.0
OC(=O)C1=C(O)C(Br)=CC(Br)=C1,227.0
OC(=O)C1=CC(Cl)=C(O)C=C1,170.0
CC1=C(Br)C=C(Br)C(O)=C1Br,83.0
NNC(=O)C1=CC=C(N)C=C1,227.0
NNC(=O)C1=CC=C(Br)C=C1,167.0
O=C(C1=CC=CC=C1)C1=CC=NC=C1,71.0
O=C=NC1=CC(=CC=C1)N=C=O,49.0
ClN1C(=O)CCC1=O,149.0
CC(=O)NC1=CC=C(C=C1)C#N,206.0
ClC1=C(Cl)C(Br)=CC=C1,59.0
BrCC(Br)(CCC#N)C#N,51.0
SC1=CC=C(Br)C=C1,74.0
CCC(=O)C1=CC=C(Br)C=C1,47.0
BrC1=CC=C(Br)C2=CC=CC=C12,82.0
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1Cl,66.0
O=C(OC1=CC(OC(=O)C2=CC=CC=C2)=CC=C1)C1=CC=CC=C1,117.0
OC1=CC(O)=C(Cl)C=C1Cl,114.0
OC(=O)C1=C(F)C=CC=C1Cl,159.0
NC(=O)C1=CC=CC=C1F,117.0
CC1=CC(N)=NC(C)=N1,184.0
ClC(=O)C1=CC=C(Br)C=C1,41.0
CC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(C)C=C1,158.0
OC(=O)C1=C(C(O)=O)C(=CC=C1)[N+]([O-])=O,211.0
[O-][N+](=O)C1=CC=CC2=C1C=CN=C2,109.0
CCOC(=O)C1=CC=CC=C1[N+]([O-])=O,29.0
OC1=CC=NC2=CC=CC=C12,202.0
OCC1=CC=CC=C1CO,63.0
COC(=O)CC(=C)C(=O)OC,37.0
CCOC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,93.0
BrCC1=CC(CBr)=CC=C1,76.0
CCCCCCCCCCCCCCCCCC(C)=O,56.0
OC(=O)COC1=CC=CC=C1C(O)=O,190.0
CCCCCCCCCCCCCC(N)=O,105.0
CC(=O)C1=CC=C2C=CC=CC2=C1O,100.0
OCC1=CC=C(Br)C=C1,77.0
CC1=NNC(=O)NC1=O,212.0
ClC1=CC2=C(C=C1Cl)C(=O)OC2=O,187.0
CC(C)(C)C1=CC=C(O)C(N)=C1,162.0
C1=CC=C(C=C1)C1=C2C=CC3=C(C=CN=C3C2=NC=C1)C1=CC=CC=C1,219.0
CCOC1=CC=C(C=C1)C(C)=O,38.0
CC(C)(C)C1=CC(C=O)=CC(=C1O)C(C)(C)C,187.0
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,161.0
[O-][N+](=O)C1=CC=CC=C1F,-7.0
C(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,120.0
OC1=CC=CC2=C1C=CN2,99.0
NC1=C(Cl)C=CC(=C1)C(O)=O,215.0
CC1=C(OC(=N1)C1=CC=C(C=C1)C1=NC(C)=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,233.0
BrC1=CC(Br)=C(Br)S1,28.0
C(N1C=CN=C1)C1=CC=CC=C1,70.0
COC1=CC=CC(=C1C)[N+]([O-])=O,54.0
COC(=O)C1=CC(Cl)=CC=C1N,68.0
COC1=CC=CC(=C1)C(=O)NN,93.0
NC1=CC=CC(CO)=C1,94.0
ClC1=CC(=CC(Cl)=C1)C#N,65.0
ClS(=O)(=O)C1=CC=CS1,29.0
OC1C(O)C2CCC1C2,140.0
OC1(CCCC1)C#C,26.0
OCC1C2=CC=CC=C2C2=CC=CC=C12,105.0
FC(F)(F)C1=CN=C(Cl)C=C1,32.0
CCOC(=O)C(=CC1=CC=CC=C1)C(=O)OCC,31.0
CC1=NN=C(C)S1,64.0
CC(C)C(O)C(C)(C)C,-12.0
CCN1CCNC(=O)C1=O,109.0
OC1=C(C=C(F)C=C1)[N+]([O-])=O,74.0
O=C(CCC(=O)C1=CC=CC=C1)C1=CC=CC=C1,145.0
OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,231.0
[O-][N+](=O)C1=CC2=C(COC2=O)C=C1,144.0
IC1=CC=CC(C=O)=C1,57.0
CC(C)(C)C1=CC=C2OC(=NC2=C1)C1=CC=C(S1)C1=NC2=CC(=CC=C2O1)C(C)(C)C,200.0
CCOC(=O)C1=CSC(C)=N1,56.0
O=C1CC2=CC=CC=C2N1,127.0
CCCC#CC(O)=O,26.0
OC(=O)C1=C(F)C(F)=CC=C1,163.0
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,179.0
O[C@H]([C@@H](O)C(O)=O)C(O)=O,170.0
OC(=O)C1=C(F)C=C(F)C=C1F,142.0
NNC(=O)C1=CC(Br)=CC=C1,157.0
OC(=O)C1=CC(F)=C(F)C=C1F,99.0
FC1=C(F)C(C#N)=C(F)C(C#N)=C1F,78.0
COC1=CC(\C=C\CO)=CC=C1O,75.0
CCCCNC(=S)NCCCC,65.0
CCCOC1CCC2C3C(CCC12C)C1(C)CCC(CC1CC3=O)OCCC,162.0
OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,83.0
ON=CC1=CC=C(C=C1)[N+]([O-])=O,129.0
O\N=C\C(=O)C1=CC=CC=C1,128.0
CC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,157.0
OC1=CC=C2C=CC=CC2=C1\N=N\C1=CC=CC=C1,133.0
OCCCCCO,-17.0
C1=CC=C(N=C1)C1=CC=CC=N1,71.0
CC(=O)C1C(=O)OC(C)=CC1=O,110.0
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,56.0
C1=CC(=CC=N1)C1=CC=NC=C1,112.0
C1=CC=C2N=CC=NC2=C1,29.0
[O-][N+](=O)C1=CC(Br)=CC=C1,55.0
ClC1=CC(C=O)=C(Cl)C=C1,57.0
[O-][N+](=O)C1=CC=CC(=C1Cl)[N+]([O-])=O,87.0
ClC1CC2C(C1Cl)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,105.0
OC(=O)C1=C(O)C(O)=CC=C1,205.0
OC1=CC(Cl)=CC=C1Cl,58.0
OCC1=CC(O)=CC=C1,72.0
OC(=O)CCCCCC(O)=O,105.0
OC(=O)C1=CC(Cl)=CC=C1,157.0
OC(CC(O)=O)C(O)=O,131.0
OC1=CC=CC2=C1N=CC=C2,75.0
CC(=O)NC1=NN=C(S1)S(N)(=O)=O,260.0
CN1N(C(=O)C(N)=C1C)C1=CC=CC=C1,108.0
OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2,180.0
CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,217.0
OCC1=CC=CC=C1O,86.0
OC(=O)C1=CC(Cl)=CC(Cl)=C1,187.0
ClC(Cl)Br,-56.0
CC(C)CBr,-118.0
CC(C)CN,-86.0
ClCC(Cl)Cl,-36.0
COC1=CC=CC=C1C1=CC=CC=C1,30.0
CC(=O)NC1=CC=CC=C1C(O)=O,185.0
OC1=C(C=C(Cl)C=C1)[N+]([O-])=O,88.0
O=C1C2=CC=CC=C2CC2=CC=CC=C12,156.0
CC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,121.0
COC1=CC=C2C=CC=CC2=C1,73.0
OC(=O)C1=NC2=CC=CC=C2C=C1,157.0
S1C=CC2=CC=CC=C12,31.0
CC1=C(N)C=C(N)C=C1,98.0
CC(C)(C)C1=CC=C(O)C(=C1)C(C)(C)C,55.5
NS(=O)(=O)C1=CC=CC=C1,152.0
NC1=CC=CC(=C1)C(O)=O,174.0
CC1=CC=C(C=C1N)[N+]([O-])=O,106.0
BrCC(=O)C1=CC=C(Br)C=C1,110.0
O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1,24.0
CCCCCCCCCCCCCCCCC=C,17.0
OC(=O)C1=CC=CC=C1C=O,98.0
[O-][N+](=O)C1=CC=C(C=C1)C(Cl)=O,74.0
OC1=CC=C(C=O)C=C1O,154.0
C1=CN=CC=N1,54.0
CN[C@@H](C)[C@H](O)C1=CC=CC=C1,35.0
O=C1CNC(=O)N1,221.0
CC1=CC(C)=C(C(O)=O)C(C)=C1,153.0
CC1=CC(S)=C(S)C=C1,30.0
S=C=NC1=C2C=CC=CC2=CC=C1,57.0
CC(=O)C1=CC=C(C=C1)C(O)=O,209.0
OC1=CC(Cl)=CC(Cl)=C1,67.0
CC1=C(O)C=CC=C1O,119.0
CC1=CC=C(C)C(=C1)C(O)=O,133.0
OCC1=CC=CC=C1[N+]([O-])=O,73.0
NC1=C(Br)C=C(Br)C=C1,79.0
[O-][N+](=O)C1=CC(CCl)=CC=C1,46.0
COC(=O)C1=CC=C(Br)C=C1,80.0
CC(=O)NC1=CC(O)=CC=C1,147.0
NC1=CC(Cl)=CC(Cl)=C1,52.0
CCCCCCCBr,-57.0
CCCCCCCCI,-45.0
CCCCCCCCCCCCCCCCCCCCC,40.0
ClC1=CC=C(C=O)C(Cl)=C1,72.0
C1CCC2=C(C1)NC1=CC=CC=C21,119.0
N#CC1=C2C=CC=CC2=CC2=CC=CC=C12,176.0
IC1=CC=C(C=C1)C1=CC=CC=C1,113.0
NC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,117.0
OC1CCCCCCCCCCC1,77.0
CCCCCCCCCCC(C)=O,20.0
CC1=CC(N)=CC=C1Br,80.0
OC1=CC=C(CC#N)C=C1,70.0
ClC(Br)Br,-21.0
CC1=CC=CC(Cl)=C1Cl,5.0
OCCCCCCCCCCO,73.0
O=C(OC1=CC=C2C=CC=CC2=C1)C1=CC=CC=C1,106.0
CC(C)(C)C1=CC=C(N)C=C1,16.0
CC1=CN=CN=C1,31.0
ClCC(CCl)(CCl)CCl,96.0
CC1=CC=C(C=C1Br)[N+]([O-])=O,77.0
CC(Br)C(Br)C(O)=O,86.0
COC1=CC=CC=C1C1=CC=CC=C1OC,155.0
SC1=NC2=C(S1)C=CC=C2,180.0
CC(=O)NC1=CC=C(Cl)C=C1F,156.0
SC1=CC=CC=N1,128.0
NC1=CC=C(C=C1N)[N+]([O-])=O,200.0
CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,216.0
CCOC(=O)CCCCC(=O)OCC,-19.0
CC(=O)C1=CC=C(Cl)C=C1,19.0
O=C1C2=CC=CC=C2C(=O)C2=CC=CC=C12,285.0
NC1=CC(N)=CC=C1,64.0
ClCC1=CC=CC=C1,-44.0
[O-][N+](=O)C1=CC=C(F)C=C1,22.0
ClC(Cl)(Cl)C#N,-43.0
CC1=CC(C)=C(Br)C=C1C,72.0
N#CCC#N,33.0
COC1=CC=C(CO)C=C1,25.0
NC1=C(Br)C=C(Br)C=C1Br,121.0
FC(F)(F)C(=O)OC(=O)C(F)(F)F,-64.0
N#CCCC#N,55.0
CCOC1=CC=C(OCC)C=C1,71.0
NC1=CC=CC(Cl)=C1Cl,23.0
BrC1=CC=CC=C1C=O,21.0
COC1=CC=C(C=C1OC)C(C)=O,50.0
CC(N)=O,80.0
CC1=CC=CC=C1,-94.0
ClC1=CC=CC(Cl)=C1C#N,144.0
CC(C)O,-89.0
NC1=CC=CC=C1O,175.0
ClCCl,-96.0
CC1(C)C2CCC(C2)C1=C,51.0
NC1=CC=C(Cl)C=C1[N+]([O-])=O,117.0
CC1=CC=C(C=C1C)[N+]([O-])=O,30.0
[O-][N+](=O)C1=CC=C(CCl)C=C1,72.0
CCCCC(=O)CC,-38.0
CCCCNCCCC,-61.0
CCCCCCCCCCCCO,25.0
C1CCCCCCCCCCC1,60.0
OC1=CC=C(I)C=C1,93.0
COC1=CC=CC=C1C(O)=O,100.0
NC1=CC=CC(O)=C1,124.0
N#CC1=CC=C(C=C1)C#N,225.0
O=CC1=CC=C(C=O)C=C1,116.0
COC(=O)C1=CC(OC)=C(OC)C(OC)=C1,84.0
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,43.0
ClC1=CC(Cl)=C(Cl)C=C1C1=CC=CC=C1,77.0
COC(=O)C1=CC=CC(=C1)[N+]([O-])=O,79.0
CC(=O)C1=CC=C(C=C1)C#N,58.0
NC1=CC=C(CC#N)C=C1,45.0
COC1=CC=C(\C=C\C)C=C1,22.0
CCOC(=O)\C=C\C(=O)OCC,1.0
OC1=CC=CC(O)=C1O,133.0
CC(C)(C)C1=CC=C(O)C=C1,99.0
OCCOC1=CC=CC=C1,13.0
COC(=O)C1=CC=CC=C1O,-8.0
BrCC1=CC=CC=C1,-3.0
NC1=CC=CC=C1[N+]([O-])=O,72.0
[O-][N+](=O)C1=CC=CC=C1Cl,33.0
CCOC(=O)CC(C)=O,-44.0
COC1=CC=C(N)C=C1,58.0
NC1=CC(Cl)=CC=C1Cl,49.0
COC1=CC=C(C=O)C=C1,0.0
CCOC(=O)C1=CC=CC=C1N,14.0
CC(=O)\C=C\C1=CC=CC=C1,41.0
C1=CC=C(C=C1)N=NC1=CC=CC=C1,68.0
OC1=NC=C(F)C(O)=N1,282.0
CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,106.0
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,191.0
CN(C)C(=O)NC1=CC=CC=C1,133.0
CCCCCCCCCCC=C,-36.0
OC(=O)C1=CC=CC=C1[N+]([O-])=O,147.0
[O-][N+](=O)C1=CC=CC=C1CC#N,83.0
COC(=O)\C=C\C(=O)OC,103.0
CC1=CC=C(C)C(O)=C1,75.0
OC1=CC=C(C=C1)C1=CC=CC=C1,166.0
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,159.0
OC1=CC(Cl)=C(Cl)C=C1,67.0
COC1=CC=C(O)C=C1,56.0
OC(=O)C1=CC(Br)=CC=C1,156.0
N(C1=CC=CC=C1)C1=CC=CC=C1,53.0
BrC1=CC(Br)=CC(Br)=C1,123.0
OC(=O)\C=C\C1=CC=CC=C1,134.0
OC1=CC(Cl)=CC=C1,33.0
CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,175.0
NC(=O)C1=CC=CC=C1O,141.0
C1=CC=C(C=C1)C1=CC=CC=C1,70.0
OC1=CC=CC=C1[N+]([O-])=O,45.0
C1=CC=C2C(C=CC3=CC=CC=C23)=C1,100.0
CCCCCCCCCCCCCCCCCCCCO,65.0
CC1(C)C(CCC1(C)C(O)=O)C(O)=O,188.0
BrC1=CC=CC=C1Br,6.05
FC(F)(F)C1=CC=CC=C1,-28.1
O=CC1=CC=CO1,-37.0
CCCCCC(O)=O,-2.95
CCCCCCCC=C,-82.1
NC(=O)C1=CC=CC2=CC=CC=C12,207.0
C=C(C1=CC=CC=C1)C1=CC=CC=C1,7.1
CC=CC1=CC=CC=C1,-28.2
CCOC(=O)C=CC(=O)OCC,-9.9
OCCOCCOCCOCCO,-5.1
OC1=CC=CC=CC1=O,51.9
FC1=CC=CC=C1,-41.1
OC1=C(F)C(F)=C(F)C(F)=C1F,33.9
